12511;19460;44118;14186;
12681;19718;43977;14355;
12533;19570;44088;13941;
12296;19726;44148;14074;
12258;19377;43711;14058;
12452;19815;44089;14089;
12511;19711;44095;14089;
12799;19873;44844;14399;
12770;20066;43977;14148;
12682;19800;44325;14192;
12444;19541;44037;14474;
12778;19874;43829;14258;
12333;19651;43762;14110;
12392;19533;43829;14193;
12377;19644;44074;14215;
12526;19823;43896;13949;
12643;19518;44155;14244;
12518;19933;43970;13977;
12407;19599;44014;14289;
12541;19570;44021;13970;
12475;19666;44296;14096;
12554;19592;44222;14310;
12770;19859;44111;14288;
12280;19511;44162;14066;
12666;19784;44296;14304;
12888;20266;44437;14556;
12275;19652;44333;14133;
12667;19667;44229;14148;
12570;19600;44155;14044;
12770;19829;43866;14273;
12525;19859;44414;14281;
12666;19940;44266;14429;
12651;19644;44407;14562;
12563;19807;44273;14156;
12465;19526;44177;14436;
12807;19711;44259;13963;
12800;19934;44281;14460;
12362;19400;43703;13859;
12504;19815;44096;14637;
12637;19881;44436;14540;
12525;19784;44414;14340;
12532;19600;44022;13948;
12904;19525;44296;14488;
12866;19971;44489;14341;
12770;19474;44273;14644;
12593;19985;44259;14532;
12407;19622;43740;14037;
12702;19793;44711;14548;
12843;19926;44199;14274;
12667;19644;44281;14319;
12037;19489;44148;14089;
12340;19747;44126;13985;
12504;19629;44059;14133;
12340;19207;43481;13970;
12229;19473;43910;13963;
12052;19251;44029;13955;
12547;19570;44022;13785;
12251;19822;43948;14074;
12510;19659;44222;14038;
12675;19696;43844;14156;
12570;19867;44140;14044;
12504;19644;44496;13873;
12540;19985;44414;14429;
12362;19763;43955;13807;
12400;19482;44022;14156;
12356;19622;43962;14178;
12547;19429;43963;14170;
12289;19519;44089;14193;
12311;19644;43926;14163;
12540;19763;44414;14163;
12317;19696;44503;14044;
12622;19829;44378;14281;
12636;19851;44259;14243;
12614;19756;44281;14496;
12541;19741;43851;14259;
12571;19429;44207;14044;
12443;19304;44207;14148;
12488;19555;44244;14340;
12430;19651;44066;14281;
12504;19497;44214;13860;
12430;19488;43903;14073;
12415;19562;43911;14341;
12577;19815;44214;14230;
12600;19385;44074;14044;
12940;19919;44481;14185;
12710;19918;44385;14407;
12740;19740;44192;14348;
12977;20541;44970;14541;
13059;20785;44985;14836;
12756;19911;44385;14370;
12570;19459;44422;14073;
13014;19822;44163;14192;
12666;19756;44014;13926;
12437;19755;44044;13919;
12814;19703;44399;13985;
13000;19897;44237;14430;
13652;21067;45378;15207;
13200;19659;44111;14489;
12704;19948;44481;14332;
13029;20259;44674;14585;
13030;20156;44288;14459;
12740;19763;44392;14259;
12710;19837;44044;14230;
12985;19807;44362;14214;
12999;19963;44222;14518;
12732;20074;44133;14518;
12496;19667;44111;14303;
12288;19541;43941;13911;
12519;19703;44118;14259;
12562;19599;43904;14333;
12480;19695;43932;14007;
12385;19593;43948;14008;
12622;19600;44029;14022;
12763;19711;44340;14325;
12622;19519;44185;14222;
12489;19718;43763;14081;
12451;19725;44274;14177;
12236;19096;43933;14088;
12311;19452;44125;13837;
12533;19852;43881;14237;
12407;19911;44185;14437;
12458;19585;43962;14282;
12584;19541;44459;14051;
12503;20029;44014;14354;
12548;19629;44377;14414;
12533;19658;44162;14340;
12429;19829;43948;14044;
12511;19651;44089;14163;
12638;19681;44111;14406;
12519;19526;44214;14260;
12340;19748;44126;14140;
12645;19985;44214;14407;
12622;20104;44303;14274;
12681;19904;44355;14408;
12585;19778;43911;14260;
12451;19666;44214;14341;
12356;19681;44200;14133;
12903;19652;44155;14118;
12385;19571;43866;14149;
12511;19585;43711;14443;
12458;19844;44007;14243;
12430;19563;43955;14488;
12421;19851;43888;14104;
12941;20022;44518;14333;
12326;19755;44229;14237;
12414;19592;44133;14192;
12644;19658;44214;14029;
12726;19837;43815;14104;
12295;19785;43903;14193;
12838;19873;44088;14421;
12282;19481;43970;14363;
12266;19622;44177;14007;
12933;20141;44584;14578;
12460;19274;43436;14103;
12437;19563;43844;14230;
12141;19607;44377;14480;
12259;19400;44170;14281;
12304;19697;44274;14259;
12741;19888;44436;14341;
12518;19466;44051;14325;
12444;19748;44022;14288;
12386;19777;43703;14207;
12377;19496;44111;14081;
12577;19740;43814;13978;
12659;19458;43903;14200;
12163;19481;44059;13948;
12407;19777;44355;14022;
12340;19443;43481;14148;
12378;19600;44022;14304;
12317;19533;43903;14407;
12511;19533;44311;14036;
12665;19903;44118;14207;
12562;19704;43926;14192;
12229;19481;44044;14007;
12466;19830;44177;14459;
12756;19636;44281;14206;
12177;19474;43496;13956;
12563;19896;43844;13956;
12555;19592;43873;14289;
12474;19586;44273;14097;
12363;19577;44066;14082;
12385;19555;43977;14164;
12096;19836;43814;14185;
12408;19800;44355;14526;
12273;19497;44377;14244;
12763;19711;44311;14140;
12800;20037;44340;14384;
12444;19473;43852;14162;
12348;19659;43652;14311;
12570;19881;44185;14496;
12888;20200;44392;14548;
13007;20363;45015;14733;
12948;20103;44903;14800;
13007;20377;44540;14592;
12777;19866;44370;14763;
12222;19785;43999;14348;
12630;19659;44340;14118;
12488;19556;43963;14118;
12607;19548;43948;14023;
12266;19326;43548;14252;
12503;19519;44325;14134;
12474;19622;44207;14044;
12563;19621;44000;14125;
12502;19592;44140;13881;
12703;19769;44029;14562;
12749;19881;44281;14393;
12548;19874;44252;14037;
12273;19851;43718;14044;
12674;19792;44422;14200;
12955;19719;44185;14452;
12555;19873;44066;14385;
12251;19630;43896;14141;
12696;19637;44288;14399;
12607;19926;44207;14334;
12400;19800;44133;14141;
12236;19496;44266;14156;
12340;19503;43785;13837;
12288;19407;43733;14184;
12296;19481;44088;14043;
12215;19511;44007;13859;
12437;19762;44155;14214;
12504;19644;43999;14081;
12436;19400;44022;14140;
12578;19607;44074;13948;
12600;19651;44022;14303;
12325;19525;43992;14067;
12333;19452;44103;13807;
12192;19519;44029;14037;
12333;19889;43799;14022;
12741;19556;44311;14163;
12554;19496;44303;14096;
12518;19955;43762;14459;
12482;19547;44118;14473;
12793;19733;44718;14422;
12681;19681;44459;14370;
12459;19933;44051;14163;
12399;19540;44466;14289;
12443;19400;43867;14103;
12074;19392;43822;13815;
12496;19481;44103;13888;
12103;19496;43748;13947;
12407;19918;43992;14118;
12118;19740;43940;14259;
12704;19903;44370;14732;
12749;19696;44022;14377;
12837;19845;43888;14348;
12207;19244;43925;13822;
12556;19955;44288;14295;
12340;19703;44273;14318;
12711;19719;44355;14615;
12844;20259;44562;14392;
12785;19889;44333;14429;
12555;19971;44148;14392;
12859;19769;44444;14251;
12525;19903;43770;14177;
12666;19867;44133;14118;
12348;19495;43881;14177;
12355;19718;44155;13970;
12762;19807;44393;14563;
12532;20118;44059;14615;
12377;19518;44043;14074;
12378;19867;43970;14355;
12614;19562;44192;14200;
12584;19503;44037;14215;
12192;19407;43933;14029;
12681;19882;43888;14141;
11919;19407;44185;14029;
12443;19741;43940;14111;
12586;19673;43814;13948;
12533;19526;44266;14289;
12340;19370;44126;13874;
12407;19652;44170;14378;
12569;19629;44347;14156;
12592;20000;44377;14452;
12459;19852;44325;14259;
12703;19451;44148;14325;
12444;19762;43925;13919;
12637;19704;44133;13711;
12666;19815;44126;13800;
12696;20015;44348;14274;
12430;19793;44229;14192;
12725;19962;44488;14711;
12273;19504;43807;14244;
12422;19911;44333;14371;
12319;19275;44236;13993;
12519;19689;44303;14119;
12600;19452;43851;14199;
12600;19763;44325;14030;
12762;19466;44074;13584;
12710;19711;43918;14377;
12228;19415;44288;14215;
12466;19718;44096;13992;
12822;19533;44414;14229;
12436;19578;44014;14370;
12755;19978;44281;14504;
12740;19652;44347;14348;
12948;20059;44785;14710;
12711;19992;44111;14288;
12303;19371;43822;13837;
12465;19489;43895;14177;
12791;19652;44029;14207;
12208;19719;43688;14245;
12712;19607;43740;13823;
12763;19948;44215;13725;
12193;19437;43851;13837;
12430;19651;43955;13845;
12333;19837;43874;13859;
12401;19637;44044;13726;
12415;19607;44148;14089;
12459;19807;43970;14044;
12251;19748;44066;13911;
12903;19822;44614;14355;
12947;19963;44577;14378;
12437;19548;44259;14022;
12296;19481;43748;14103;
12355;19659;43696;14170;
12304;19362;43644;14052;
12525;19459;44007;14000;
12615;19577;44185;14155;
12762;19977;44466;14519;
12415;19918;44407;13911;
12600;19511;44051;14110;
12562;19770;43984;14058;
12763;19578;43859;13926;
12911;19918;43955;14199;
12555;19460;44237;13903;
12592;19333;44044;14267;
12325;19281;43733;13978;
12304;19437;43800;13844;
12518;19526;43933;14178;
12740;19563;43911;14266;
12600;19659;44281;14052;
12711;19741;44385;13948;
12570;19697;44414;14111;
12416;19719;44407;13853;
12578;19873;43836;13904;
12829;19378;44622;14037;
12258;19622;43644;13837;
12222;19459;44118;14111;
12488;19259;43799;14081;
12497;19318;43873;14021;
12741;19764;44258;13934;
12444;19325;43918;14200;
12503;19688;43925;14045;
12526;19904;44044;14170;
12569;19414;43725;14007;
12355;19444;43748;14185;
12673;19600;43815;14184;
12629;19852;43696;13844;
12370;19444;44037;14133;
12548;19592;43896;14303;
12607;20177;43844;14096;
12510;19852;44088;13978;
12518;19637;43829;13910;
12362;19830;43592;13956;
12208;19259;43748;13615;
12445;19674;43926;14089;
12088;19570;43992;14029;
12384;19570;43770;14125;
12703;19881;43866;14155;
12584;19236;43925;13985;
12125;19711;43926;13948;
12297;19355;44385;14244;
12563;19474;43762;13904;
12378;19422;44037;13718;
12392;19792;43422;14051;
12570;19370;43970;13852;
12385;19474;43933;13910;
12681;19385;44066;14059;
12415;19474;43970;14126;
12363;19356;43762;13971;
12675;19933;43977;14022;
12443;19452;44007;13748;
12370;19696;43770;13933;
12519;19844;44066;13970;
12304;19526;43674;13925;
12718;19652;43985;13948;
12489;19703;44066;13889;
12732;19630;43911;13807;
12674;19785;44132;13977;
12763;19778;44066;14126;
12548;19563;43888;14274;
12711;19800;44036;14185;
13029;20066;44081;14258;
12711;19903;43777;14000;
12903;20215;44348;14222;
12807;19652;44348;14184;
12741;19955;44118;13971;
12999;19881;44681;14451;
12621;19688;43733;13703;
12741;19859;44177;14052;
12932;19666;43851;14104;
12675;19985;44000;14059;
12941;19852;43740;14119;
12822;19962;44266;13940;
12904;19933;44340;14259;
12800;20059;44110;14058;
12719;19933;43984;14304;
12659;19881;44058;14030;
12992;19999;43918;14169;
12822;19748;44192;14392;
13051;19822;44029;14385;
13006;19785;44525;14125;
12844;20007;44125;14178;
12918;20215;44162;14030;
13000;19733;43748;14052;
12963;20081;44059;13948;
12970;19659;43970;13836;
12711;19785;44214;13948;
12985;19830;44074;14170;
12659;19800;43992;13764;
12948;19971;44155;14089;
12882;20259;43903;14147;
13230;20170;44711;14370;
12851;20133;44288;14437;
12993;20192;43903;13956;
12978;19941;44229;14355;
13296;20096;44674;14585;
13118;20541;44800;14555;
13111;20637;44999;14681;
13199;20311;44570;14659;
12667;19800;44377;14496;
13007;20037;44355;14592;
13088;20496;44363;14341;
13296;20444;44659;14452;
13348;20533;44385;14289;
12925;19770;44252;14401;
13045;20237;44244;14451;
13096;19992;44325;14296;
13007;20223;44303;14156;
12912;20110;44251;14148;
13237;20362;44755;14139;
13429;20370;44940;14532;
13303;20156;44422;14385;
13489;20237;44466;14340;
13184;20207;44318;14282;
13540;19993;44266;14437;
13510;20563;44696;14236;
13200;20281;44414;14110;
13555;20000;44377;13941;
13273;19948;44096;14696;
13207;19925;44800;13896;
13207;19948;44088;14192;
13407;20163;44296;14199;
13518;20089;44214;14192;
13504;20497;44548;14541;
13452;20096;44562;14251;
13296;20318;44274;14326;
13296;20326;44162;14222;
13266;20111;44547;14274;
13407;20111;44133;14578;
13377;20288;44222;14607;
13385;20103;44511;14155;
13311;20088;44148;14296;
13207;19985;44473;14274;
13126;20267;44311;14444;
13348;20311;44318;14436;
13037;20029;44496;14392;
13223;20252;44481;14163;
13711;20741;44866;14615;
13437;20281;44311;14422;
13481;20059;44244;14171;
13245;20303;44585;14489;
13399;20341;44103;14364;
13481;20481;44770;14355;
13497;20237;44392;14319;
13518;20282;44333;14089;
13518;20074;44637;14318;
13459;20244;44281;14408;
13645;20897;44740;14564;
13526;20828;44881;14385;
13555;20370;44422;14562;
13585;20511;44488;14592;
13637;20295;44681;13962;
13696;20992;44770;14673;
13704;20563;44510;14244;
13741;20659;44703;14482;
13852;20844;44548;14467;
13912;20556;44829;14311;
14185;21192;45422;14681;
14201;21045;45266;14778;
14459;20911;44999;14622;
14296;21274;45170;14570;
14362;21170;45844;14778;
14467;21511;45066;14799;
14748;21733;45370;14859;
14889;21659;45369;14867;
14697;21305;44873;14312;
14873;21392;45192;14525;
14881;21393;45377;15000;
14756;21696;45296;14830;
14733;21519;45496;14615;
14615;21385;45163;14311;
14770;21400;45148;14710;
14437;21125;45185;14562;
14556;21370;45036;14999;
14881;21696;44844;14548;
14673;21763;45185;14694;
15029;21615;45585;14815;
14963;21808;45511;14690;
15310;21866;45829;15185;
15474;22563;45999;14866;
15303;22015;45274;14837;
15481;22148;45459;14710;
15630;22244;45814;15007;
15910;22874;45992;15474;
15940;22770;45881;15265;
16095;22615;46274;15007;
15910;22429;45896;15043;
16014;23089;45837;15207;
16015;22304;45644;14829;
16044;22347;46007;14815;
16221;22600;45955;15281;
15866;22111;45696;15007;
15327;21740;45459;14585;
15295;21636;45184;14724;
15348;21785;45511;14763;
15363;21822;45555;14837;
15518;22030;45244;15176;
15215;21807;45414;14837;
15236;21814;44910;14896;
15429;22029;45259;14844;
14926;21414;45133;14829;
15000;21748;45481;14903;
14993;21601;45533;15119;
15822;22607;46007;15267;
16177;23015;46466;15807;
16518;23118;46599;16089;
16325;22733;46296;15688;
16339;22956;45992;15102;
15408;22089;45762;15185;
15718;22029;45673;14703;
15874;22171;45659;15118;
16148;22777;45873;15074;
16089;22673;45918;14859;
16081;22534;45570;14688;
16140;22541;45948;14969;
16385;22651;45852;15088;
16415;22718;46111;15036;
16696;22911;46237;15029;
16807;23215;46155;15222;
16822;22993;45814;14925;
17007;23023;46036;15237;
17088;23206;46340;15081;
17303;23237;46036;14977;
17555;23496;46540;14897;
17510;23763;46459;15037;
18311;23934;46748;15198;
18711;24518;47289;15325;
19400;25185;47244;15858;
20415;25882;47992;16074;
21400;26608;48829;16140;
22118;27303;49007;16318;
23637;28333;49874;16970;
25051;30073;50103;17288;
26843;31555;51370;17955;
27645;32096;51777;17658;
26963;31378;51689;17718;
24267;29274;50193;17140;
21111;26904;48748;16466;
18896;24726;47177;15554;
17503;23888;46970;15258;
17102;23140;46126;15162;
17023;23318;46452;15200;
16652;22815;45985;15088;
16785;22829;46599;15089;
16867;23177;46296;14651;
16510;23082;46163;15177;
16867;23030;45992;15355;
16638;22718;46407;15170;
16614;22955;46296;15207;
17341;23429;46422;15044;
17096;23296;46266;15214;
16563;23133;46266;15000;
17473;23926;46962;15681;
17407;23726;47133;15466;
17658;24467;47281;15769;
17600;23808;46970;15540;
17518;23955;46962;15836;
17266;23755;46755;15733;
16911;23326;46444;14992;
17132;23659;46503;15295;
17000;23304;46392;15311;
16777;23608;46133;15074;
16726;23303;46429;15185;
16466;22762;46311;14955;
16717;22526;46273;14970;
16436;22948;45992;15251;
16792;22985;46659;15192;
16718;23096;46392;15118;
17088;23659;46607;15488;
17800;24066;47207;15577;
18821;24577;47607;15785;
19940;25386;47925;16236;
21140;26466;48718;16339;
22133;27348;49163;16696;
23814;28563;49726;17007;
24911;29903;50614;17592;
27140;31459;51629;17859;
30037;34140;53496;18881;
34578;37215;55748;20000;
40682;42236;58592;21370;
49222;48992;63192;23444;
58747;56858;68199;26051;
69512;65096;73519;28133;
79132;72682;78888;31126;
86621;78689;81651;32977;
89481;81303;84074;33436;
88695;81296;83104;33377;
83667;76770;80466;31844;
75170;70340;76311;29985;
64275;61519;70807;27081;
54609;53408;65970;24761;
45370;45703;60659;22303;
36748;39349;56540;20148;
30215;34162;53718;18791;
26206;30718;51237;17384;
23178;28533;49392;16577;
21511;26837;48481;16310;
20007;25733;47614;15969;
19843;25385;47926;16007;
19541;25140;47600;15888;
19644;25318;47910;15955;
19229;25015;47696;15850;
19526;25608;47910;16222;
19363;25481;47866;16250;
19266;25051;47881;15859;
19155;25193;47563;16215;
18467;25103;47762;16073;
18148;25014;47584;16007;
17828;24511;47444;16347;
17637;23784;47192;15859;
17414;23875;47236;15866;
17238;23977;46873;15437;
16962;23725;46896;15614;
17140;23807;46777;15704;
16985;23541;46474;15215;
16844;23503;46399;15333;
17258;23518;46866;15689;
17332;23896;47296;15702;
17710;23644;46852;15703;
17459;23793;46748;15473;
17096;23401;46636;15429;
16771;23297;46363;15503;
16821;23170;46289;15229;
16792;23111;46252;15237;
16858;23763;46214;15207;
17110;23430;46332;15281;
16866;23548;46288;15140;
17296;23230;47030;15622;
16606;22984;46081;15095;
16800;23141;46666;15674;
16622;23148;46437;15295;
16644;23170;46303;15318;
16770;23126;46526;15154;
16348;23022;46459;15015;
16289;22948;45933;15059;
16163;22674;45918;14985;
16133;22844;46089;15000;
15955;22629;46170;15273;
16097;22518;45911;15215;
15948;22711;46377;15081;
15711;22630;45807;15052;
16177;22748;46288;15014;
15933;22667;46052;15014;
15673;22740;45726;15192;
16088;22651;46118;15059;
15763;22696;45955;15259;
16104;22978;45881;14578;
16170;22452;45962;15251;
16236;22593;46385;15102;
15637;22422;45578;15036;
15540;22489;45874;14911;
15377;22289;45637;14940;
15637;21978;45977;14822;
15319;22059;45295;14948;
15422;22133;45659;14836;
15280;21793;45481;14799;
15237;22111;45533;14933;
15378;22052;45466;14815;
15725;21955;45503;15007;
15867;22401;45844;15200;
15628;22147;45518;14858;
15541;22378;45681;14992;
15503;22310;46074;15118;
15733;22296;45755;14822;
15755;22518;46059;15266;
16066;22578;46022;14666;
16428;23000;45881;15162;
16874;23534;46511;15126;
17399;23985;46666;15370;
18073;24481;47037;15430;
19430;25112;47577;15933;
20690;26126;48526;16317;
22304;27422;49251;16503;
23963;28889;49999;16903;
25407;29696;50592;17473;
26792;31155;51570;17852;
27563;31466;52022;17421;
27126;31206;51459;17689;
27191;31244;52118;17933;
25741;30445;50644;17400;
24237;29022;49992;17021;
22252;27377;49222;16340;
21296;26740;48207;16347;
19518;25326;47681;15733;
18755;24660;47014;15302;
17377;23756;46245;15310;
17111;23178;46088;14992;
16392;22904;45889;15273;
16674;22629;46007;15119;
15934;22512;46073;14941;
16289;22459;45977;15251;
15874;22400;45992;14992;
15843;21985;45785;14947;
15919;22466;45562;15355;
15607;22267;45563;14851;
15562;21985;45163;14918;
15332;22103;45326;14629;
15111;21918;45348;14770;
15370;21992;45081;14762;
15222;21933;45325;14733;
15237;22103;45511;15044;
15408;22082;45355;14778;
15214;21710;45252;14385;
15430;21615;44881;14503;
15096;21644;45103;14911;
15437;21555;45407;14843;
15133;21607;45148;14577;
15436;22051;45399;15037;
15177;21703;45185;14777;
15459;22155;45622;14926;
14941;21807;45281;14497;
15163;21792;45303;15051;
15044;22037;44933;14577;
15200;21637;45326;15089;
15251;21799;45192;14659;
14904;21459;44903;14644;
14859;21377;45348;14615;
15118;21763;45310;14807;
15126;21756;45733;14875;
14977;21741;45355;15030;
14941;21918;45370;14881;
14659;21793;45629;14592;
14652;21592;45222;14511;
15088;21362;45414;14836;
14488;21371;44933;14503;
14858;21474;45125;14473;
14747;21762;45259;14852;
14726;21296;45111;14489;
15162;21733;45296;14851;
14948;21652;45274;14615;
14837;21859;45459;14919;
14836;21274;45296;14502;
14948;21593;45355;14911;
14593;21444;45222;14430;
14621;21407;44985;14829;
14355;21407;45207;14548;
14407;21290;45029;14681;
14481;21051;45051;14422;
14466;21237;45073;14658;
14823;21444;45518;14874;
14814;21429;45348;14540;
14541;21260;45036;14467;
14326;20934;45629;14770;
14585;21815;45252;15007;
14644;21377;45088;14755;
14592;21518;44874;14911;
14651;21289;45207;14800;
14644;21770;45200;14948;
14918;21348;45311;14563;
14748;21407;45111;14755;
14821;21814;45229;14725;
15080;21481;45637;14844;
14622;21244;45340;14659;
14540;21266;45111;14688;
14385;21318;44925;14577;
14518;21258;44992;14881;
14104;20971;45236;14623;
14303;21133;44903;14637;
14570;21260;45488;14852;
14496;21245;44718;14918;
14074;20592;44837;14747;
14363;21230;45103;14682;
14422;21281;45311;14897;
14400;21097;44814;14459;
14155;20904;45074;14570;
14222;20955;44911;14562;
14066;21007;44555;14785;
14444;21370;45340;14704;
14577;21570;45822;14977;
14362;21295;45155;14710;
14178;21126;45237;14637;
14296;21452;45155;14703;
14585;21407;45178;14704;
14785;21622;44874;14844;
14518;21526;45111;14785;
14318;21525;45155;14762;
14859;22029;45792;15178;
15304;22073;45563;14910;
14867;21525;45918;14837;
14762;21636;45466;14725;
14518;21607;45148;14867;
14370;21415;45325;14533;
14740;21629;45407;14718;
14822;21948;45488;15088;
14666;21400;45496;14844;
14859;21740;45326;14807;
14962;22088;45644;14962;
14903;21918;45570;14852;
15096;22052;45748;15385;
15229;22104;45963;15133;
15200;22296;46081;15125;
15319;22051;46000;15244;
15548;22607;45918;15096;
15126;22711;46096;15348;
15496;22586;45748;15222;
15103;22222;45667;15318;
15051;22044;46140;15147;
14829;22096;45585;14880;
15074;21911;46029;14896;
15562;22244;46133;15207;
15925;22956;46355;15363;
16629;23333;46733;15482;
17726;23984;46925;15681;
18362;25148;47814;16036;
19445;26371;48696;16326;
20259;27407;49348;16687;
20881;28859;50577;17074;
21756;29311;50948;17451;
21592;30236;51659;17895;
21252;30467;51733;17970;
21163;30510;51703;18318;
20540;29540;51118;18073;
19519;28370;50881;17645;
18444;27214;49503;17229;
17281;25637;48415;16458;
16489;24621;47681;15911;
16237;23992;47326;16111;
16006;23296;47118;15969;
15881;23289;47303;15778;
15511;22637;46955;15911;
15266;22807;47296;16058;
15296;23267;47540;16207;
15570;22836;47474;16288;
15237;22859;47681;16177;
15761;22985;48096;16324;
15829;23296;47689;16355;
15755;23266;47363;15933;
16037;23363;47451;16126;
16333;23570;47036;15711;
17169;23785;47555;16132;
17703;24414;47355;16297;
18689;24741;47651;16348;
20496;26459;48992;17169;
23251;28496;50888;17837;
27325;31466;52081;18675;
33534;35918;55459;20778;
42213;42207;59392;23206;
52406;49310;64215;25977;
63261;57607;69645;28361;
72222;64674;73585;30304;
78815;68794;76303;32236;
81740;70230;77155;32503;
79140;69585;75940;31756;
72045;63156;72999;30169;
62889;57452;68918;27592;
51563;48867;63762;24933;
41459;41755;59259;22763;
33340;35970;55162;20318;
27258;31910;53066;19704;
23252;28880;51311;18422;
21659;27562;50622;17947;
21066;27333;50444;17606;
20266;27007;50140;17681;
20297;26919;50177;17941;
20482;26970;50266;17881;
19704;26593;49859;17785;
19215;26015;49518;17237;
18643;25726;49288;17154;
18037;25659;49644;17510;
17458;26030;49547;17556;
17132;26659;50829;18266;
17437;27370;50829;18681;
18518;29414;52866;19711;
19525;31385;53821;20778;
20762;33318;54999;21586;
22185;36354;57074;22607;
23903;40289;59221;23651;
26533;44852;61888;25502;
28954;50637;65355;26636;
31422;56281;68815;28258;
34073;61548;71407;29295;
36511;65429;74629;30207;
37859;68585;76207;31052;
38644;69993;77303;31245;
39066;71081;77355;31873;
39689;72029;78600;31473;
39688;71695;78207;31799;
40474;73541;79436;32111;
41377;76001;80992;33495;
42932;79532;84029;34459;
44518;81378;86067;35554;
44081;82237;87303;36311;
43807;80421;88118;37400;
42036;77267;88214;37933;
38578;71555;88422;38369;
35911;66273;90280;39770;
33014;61859;93444;41889;
30489;57925;96866;44577;
29192;55547;101607;46630;
29666;54933;105118;48866;
31578;55444;106014;49696;
36060;56622;104865;48749;
42843;60111;103747;47200;
51830;64926;102881;46243;
62044;71008;103103;46460;
70451;75406;105036;46734;
74873;78562;108088;48081;
75363;79851;109444;49089;
70516;76435;107689;48317;
62215;70088;103554;46297;
51607;60785;96377;42777;
41333;51896;86243;37570;
32778;43429;77355;32830;
27095;37303;68778;28095;
22126;32741;61873;24600;
19807;29844;57155;21815;
18578;28103;54303;19904;
17792;27548;52644;19415;
17747;26992;52621;19207;
17414;27963;53288;19585;
17466;28474;55792;20659;
17502;29711;59111;23304;
17926;31666;64925;25711;
17718;33822;71377;29911;
17970;36496;79007;34496;
18495;38829;86837;38666;
18392;40622;91823;41887;
18910;42161;94540;43051;
19215;42119;92718;41874;
20007;42326;88562;39311;
21022;42592;82867;35970;
23126;45058;77947;32644;
26251;49340;74674;30333;
30407;56036;74599;30674;
34807;64504;77051;31467;
39355;72911;80570;32748;
42118;78792;83140;33755;
43570;81266;84236;34474;
43548;81304;83644;34377;
42237;77829;81273;33207;
40325;73770;79088;31511;
39836;72452;77370;31651;
39029;71696;77666;31326;
39711;72985;78437;31303;
39770;72932;78577;31748;
38474;70703;77636;31296;
36429;66044;75362;30096;
32970;59029;70755;28066;
28629;50681;66059;25406;
24992;42540;61303;23289;
21703;36318;58199;21652;
19163;31918;56348;21015;
17977;29859;56918;21474;
17570;30015;59807;23073;
